,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Opponent,,,,,,,,,,,,,,,,
294,Stetson,32,8,24,0.25,-16.7,-4.7,,6,12,,5,9,,3,11,,2293,2608,,1290,939,2072,0.453,307,850,0.361,423,562,0.753,404,1215,519,253,93,299,563
295,Stonehill,32,15,17,0.469,-13.12,-9.55,,7,9,,11,3,,3,13,,2198,2242,,1280,802,1803,0.445,210,603,0.348,428,581,0.737,307,1068,328,221,120,355,502
296,Stony Brook,32,8,24,0.25,-13.84,-4.42,,4,14,,5,9,,3,13,,2128,2372,,1280,869,1827,0.476,275,772,0.356,359,511,0.703,319,1109,509,224,118,312,489
297,Syracuse,33,14,19,0.424,4.95,8.04,,7,13,,11,6,,2,9,,2464,2566,,1350,918,1982,0.463,261,756,0.345,469,655,0.716,304,1100,436,259,119,324,570
298,Tarleton State,32,12,20,0.375,-10.31,-0.31,,7,9,,10,3,,1,14,,2025,2227,,1280,722,1627,0.444,233,686,0.34,550,753,0.73,331,1015,434,274,140,533,624
299,TCU,32,16,16,0.5,10.49,11.64,,9,11,,14,3,,2,9,,2162,2199,,1285,792,1794,0.441,241,762,0.316,374,507,0.738,307,1088,503,200,113,421,518
300,Temple,32,17,15,0.531,-0.24,-0.37,,9,9,,12,2,,3,9,,2520,2487,,1310,874,1959,0.446,240,711,0.338,499,707,0.706,369,1135,476,220,131,350,636
301,Tennessee NCAA,38,30,8,0.789,24.2,13.25,,12,6,,16,1,,6,5,,2813,2397,,1520,834,2161,0.386,276,963,0.287,451,610,0.739,410,1202,392,224,111,436,674
302,Tennessee State,33,17,16,0.515,-8.01,-8.71,,12,8,,12,3,,4,10,,2577,2418,,1350,839,2010,0.417,233,722,0.323,507,751,0.675,380,1130,402,266,105,429,635
303,Tennessee Tech,32,15,17,0.469,-11.09,-7.82,,10,10,,9,5,,5,10,,2308,2371,,1290,905,2065,0.438,232,716,0.324,329,440,0.748,384,1252,436,238,91,331,464
304,Tennessee-Martin,33,14,19,0.424,-11.18,-8.18,,9,11,,8,5,,5,12,,2455,2373,,1350,807,1902,0.424,309,926,0.334,450,631,0.713,348,1156,455,262,139,436,543
305,Texas NCAA,35,19,16,0.543,15.65,9.79,,6,12,,11,7,,4,6,,2747,2542,,1420,869,2034,0.427,250,740,0.338,554,792,0.699,371,1213,421,202,108,398,657
306,Texas A&M NCAA,34,23,11,0.676,19.3,13.39,,11,7,,13,3,,5,5,,2537,2336,,1370,765,1884,0.406,290,870,0.333,516,672,0.768,331,1100,495,263,184,451,676
307,Texas A&M-Corpus Christi,34,20,14,0.588,-0.99,-3.39,,12,8,,15,2,,4,11,,2576,2291,,1360,784,1876,0.418,238,706,0.337,485,719,0.675,348,1099,416,253,153,456,560
308,Texas Southern,32,15,17,0.469,-10.27,-8.23,,12,6,,9,4,,6,12,,2325,2307,,1290,792,1952,0.406,270,817,0.33,453,667,0.679,415,1243,440,243,118,450,482
309,Texas State,32,16,16,0.5,-3.6,-3.77,,9,9,,10,4,,4,10,,2439,2346,,1310,788,1830,0.431,240,665,0.361,530,739,0.717,349,1048,394,234,128,372,556
310,Texas Tech NCAA,37,28,9,0.757,23.05,10.62,,15,5,,15,3,,8,2,,2993,2533,,1505,897,2108,0.426,236,729,0.324,503,705,0.713,369,1213,415,214,100,427,593
311,Texas-Rio Grande Valley,31,16,15,0.516,-6.05,-3.38,,8,12,,12,4,,2,11,,2378,2294,,1240,834,1920,0.434,224,680,0.329,402,550,0.731,370,1156,430,218,77,396,440
312,The Citadel,30,5,25,0.167,-18.37,-4.49,,0,18,,5,12,,0,12,,1997,2251,,1215,794,1725,0.46,253,732,0.346,410,563,0.728,309,1095,422,228,97,326,491
313,Toledo,33,18,15,0.545,-6.03,-2.78,,10,8,,9,4,,6,9,,2603,2645,,1325,982,2018,0.487,289,760,0.38,392,533,0.735,336,1155,452,188,107,362,610
314,Towson,33,22,11,0.667,-1.92,-3.57,,16,2,,12,1,,9,5,,2309,2201,,1335,790,1806,0.437,234,695,0.337,387,552,0.701,302,1094,368,175,99,380,488
315,Troy NCAA,34,23,11,0.676,3.55,-2.1,,13,5,,11,4,,9,6,,2495,2235,,1360,791,1950,0.406,238,734,0.324,415,583,0.712,392,1128,407,258,108,462,594
316,Tulane,34,19,15,0.559,1.24,-0.73,,12,6,,14,3,,4,7,,2533,2393,,1365,824,2003,0.411,270,851,0.317,475,648,0.733,388,1223,490,206,127,406,560
317,Tulsa,33,13,20,0.394,-5.93,-1.9,,6,12,,8,9,,3,8,,2352,2430,,1340,876,1988,0.441,228,681,0.335,450,643,0.7,366,1220,411,233,118,331,540
318,UAB,37,24,13,0.649,4.7,-0.1,,13,5,,14,4,,7,6,,3040,2822,,1490,1033,2310,0.447,276,799,0.345,478,659,0.725,411,1289,513,216,139,409,596
319,UC Davis,32,15,17,0.469,-6.41,-1.51,,9,11,,8,6,,7,10,,2175,2249,,1285,758,1766,0.429,230,659,0.349,503,668,0.753,356,1159,416,215,77,482,602
320,UC Irvine,39,32,7,0.821,7.6,-0.8,,17,3,,13,2,,14,3,,2962,2613,,1585,957,2434,0.393,307,910,0.337,392,543,0.722,411,1347,526,252,100,485,727
321,UC Riverside,34,21,13,0.618,-1.47,0.38,,14,6,,14,1,,7,11,,2542,2550,,1380,897,1997,0.449,271,773,0.351,485,644,0.753,332,1181,477,183,103,377,547
322,UC San Diego NCAA,35,30,5,0.857,12.63,-1.92,,18,2,,13,2,,12,2,,2777,2163,,1400,743,1873,0.397,273,829,0.329,404,544,0.743,329,1204,393,158,98,557,561
323,UC Santa Barbara,34,21,13,0.618,0.28,-3.5,,11,9,,12,5,,7,7,,2527,2340,,1360,826,1934,0.427,222,714,0.311,466,602,0.774,333,1124,382,204,68,389,587
324,UCF,37,20,17,0.541,10.59,11.22,,7,13,,13,5,,2,8,,2951,2974,,1505,1069,2379,0.449,292,889,0.328,544,740,0.735,475,1440,570,268,133,482,695
325,UCLA NCAA,34,23,11,0.676,19.68,10.71,,13,7,,15,2,,5,5,,2522,2217,,1360,753,1765,0.427,261,795,0.328,450,599,0.751,316,1069,437,194,87,514,591
326,UNC Asheville,32,21,11,0.656,-5.36,-4.71,,11,5,,13,1,,6,9,,2630,2450,,1295,840,1864,0.451,246,720,0.342,524,758,0.691,371,1165,410,178,63,438,576
327,UNC Greensboro,32,20,12,0.625,-0.99,-4.13,,13,5,,11,3,,8,6,,2332,2092,,1280,717,1794,0.4,225,748,0.301,433,604,0.717,336,1086,328,182,77,350,503
328,UNC Wilmington NCAA,35,27,8,0.771,2.36,-3.95,,14,4,,15,3,,9,4,,2771,2459,,1415,875,2045,0.428,292,879,0.332,417,611,0.682,351,1110,424,211,120,404,644
329,UT Arlington,31,13,18,0.419,-5.55,-2.83,,6,10,,9,4,,3,11,,2302,2320,,1255,812,1880,0.432,230,643,0.358,466,635,0.734,366,1097,456,244,105,360,573
330,Utah,33,16,17,0.485,11.44,8.5,,8,12,,15,4,,1,9,,2493,2396,,1325,832,1975,0.421,271,796,0.34,461,658,0.701,351,1145,429,237,142,358,594
331,Utah State NCAA,34,26,8,0.765,13.56,5.35,,15,5,,15,2,,7,4,,2716,2381,,1360,818,1856,0.441,277,812,0.341,468,648,0.722,344,1080,489,222,110,469,614
332,Utah Tech,33,7,26,0.212,-10.29,-1.65,,2,14,,5,8,,0,16,,2305,2508,,1325,885,1886,0.469,199,593,0.336,539,758,0.711,347,1201,442,252,128,397,568
333,Utah Valley,34,25,9,0.735,1.91,-3.31,,15,1,,12,0,,10,7,,2584,2322,,1370,831,2006,0.414,224,664,0.337,436,617,0.707,331,1133,409,232,125,406,667
334,UTEP,33,18,15,0.545,-0.63,0.34,,7,11,,11,5,,4,8,,2392,2335,,1325,799,1787,0.447,234,716,0.327,503,702,0.717,354,1210,459,215,113,529,556
335,UTSA,31,12,19,0.387,-2.55,0.52,,6,12,,7,7,,4,11,,2378,2382,,1250,804,1738,0.463,238,667,0.357,536,733,0.731,357,1178,464,216,130,470,455
336,Valparaiso,34,15,19,0.441,-2.9,-0.12,,6,14,,10,7,,3,10,,2539,2513,,1375,901,1951,0.462,246,712,0.346,465,659,0.706,309,1209,462,205,113,402,587
337,Vanderbilt NCAA,33,20,13,0.606,14.66,10.05,,8,10,,14,3,,3,7,,2604,2452,,1325,844,1841,0.458,254,694,0.366,510,709,0.719,324,1144,399,185,141,459,574
338,Vermont,33,21,12,0.636,-8.06,-7.61,,13,3,,13,3,,7,8,,2199,2106,,1320,765,1834,0.417,224,705,0.318,352,492,0.715,294,1090,342,208,113,353,501
339,Villanova,36,21,15,0.583,13.28,7.45,,11,9,,14,3,,3,8,,2664,2454,,1445,860,1993,0.432,315,913,0.345,419,605,0.693,340,1131,514,181,95,364,550
340,Virginia,32,15,17,0.469,5.71,7.71,,8,12,,10,7,,4,7,,2073,2137,,1280,766,1732,0.442,229,671,0.341,376,498,0.755,304,1054,383,188,89,309,439
341,Virginia Commonwealth NCAA,35,28,7,0.8,14.45,1.3,,15,3,,15,1,,7,3,,2693,2201,,1405,747,1911,0.391,204,669,0.305,503,703,0.716,382,1173,349,229,83,481,598
342,VMI,34,15,19,0.441,-11.25,-4.88,,7,11,,7,7,,5,10,,2492,2487,,1365,895,2017,0.444,315,928,0.339,382,584,0.654,373,1232,568,239,105,427,589
343,Virginia Tech,32,13,19,0.406,2.62,6.62,,8,12,,8,9,,5,5,,2213,2341,,1295,829,1820,0.455,244,749,0.326,439,579,0.758,306,1029,456,224,105,346,478
344,Wagner,30,14,16,0.467,-15.75,-10.29,,6,10,,8,6,,6,10,,1874,1818,,1215,610,1444,0.422,210,633,0.332,388,538,0.721,202,905,340,189,95,378,442
345,Wake Forest,32,21,11,0.656,9.63,7.47,,13,7,,13,3,,6,6,,2246,2177,,1280,737,1835,0.402,258,841,0.307,445,578,0.77,358,1134,423,201,86,427,577
346,Washington,31,13,18,0.419,6.26,10.76,,4,16,,9,9,,2,9,,2219,2339,,1250,823,1757,0.468,219,619,0.354,474,632,0.75,278,1056,387,204,133,367,533
347,Washington State,34,19,15,0.559,4.67,4.32,,8,10,,10,4,,4,7,,2683,2671,,1365,950,2128,0.446,280,833,0.336,491,683,0.719,418,1164,474,268,91,419,621
348,Weber State,34,12,22,0.353,-9.64,-3.16,,5,13,,5,10,,4,11,,2443,2443,,1370,833,1910,0.436,283,807,0.351,494,683,0.723,331,1174,457,199,107,382,578
349,West Georgia,31,6,25,0.194,-15.57,-4.5,,4,14,,4,8,,2,15,,2140,2426,,1241,845,1771,0.477,277,768,0.361,459,644,0.713,297,1126,486,214,94,363,475
350,West Virginia,32,19,13,0.594,14.89,11.54,,10,10,,13,4,,4,7,,2181,2074,,1300,728,1780,0.409,193,649,0.297,425,574,0.74,346,1171,336,178,93,411,460
351,Western Carolina,30,8,22,0.267,-15.83,-2.35,,4,14,,7,7,,1,14,,2090,2371,,1215,822,1910,0.43,274,846,0.324,453,611,0.741,333,1173,438,255,88,305,444
352,Western Illinois,31,12,19,0.387,-15.22,-8.5,,6,14,,8,7,,4,11,,2130,2211,,1250,799,1830,0.437,223,652,0.342,390,536,0.728,331,1063,388,210,80,295,440
353,Western Kentucky,32,17,15,0.531,-0.5,1,,8,10,,13,5,,4,9,,2395,2392,,1285,790,1926,0.41,266,852,0.312,546,739,0.739,350,1297,439,212,135,410,521
354,Western Michigan,32,12,20,0.375,-9.55,-4.17,,9,9,,6,9,,6,10,,2306,2433,,1280,869,1860,0.467,269,762,0.353,426,615,0.693,303,1114,494,187,139,378,552
355,Wichita State,34,19,15,0.559,2.29,1.81,,8,10,,11,6,,5,7,,2516,2485,,1370,909,2098,0.433,270,805,0.335,397,590,0.673,372,1202,467,243,154,372,558
356,William & Mary,32,17,15,0.531,-6.26,-4.26,,11,7,,12,2,,4,11,,2487,2445,,1280,856,1898,0.451,266,792,0.336,467,653,0.715,336,1145,435,223,100,413,589
357,Winthrop,34,23,11,0.676,-1.68,-4.17,,11,5,,16,2,,5,8,,2879,2651,,1375,916,2088,0.439,278,797,0.349,541,747,0.724,390,1231,430,237,137,489,785
358,Wisconsin NCAA,37,27,10,0.73,20.73,11.49,,13,7,,14,3,,6,5,,2964,2622,,1485,937,2252,0.416,293,880,0.333,455,624,0.729,366,1259,468,176,121,369,685
359,Wofford NCAA,35,19,16,0.543,-0.13,-2.34,,10,8,,7,6,,8,8,,2623,2451,,1410,839,1925,0.436,304,897,0.339,469,679,0.691,302,1077,412,220,101,356,564
360,Wright State,33,15,18,0.455,-4.89,-3.79,,8,12,,11,4,,3,12,,2551,2520,,1335,899,1953,0.46,257,703,0.366,465,666,0.698,328,1079,446,239,92,336,536
361,Wyoming,32,12,20,0.375,-0.67,4.21,,5,15,,8,7,,3,10,,2149,2277,,1285,773,1734,0.446,217,653,0.332,514,714,0.72,291,1051,364,217,99,335,551
362,Xavier NCAA,34,22,12,0.647,15.25,8.72,,13,7,,15,2,,5,7,,2656,2434,,1370,883,1981,0.446,255,741,0.344,413,567,0.728,296,1112,489,196,135,418,603
363,Yale NCAA,30,22,8,0.733,6.66,-3.1,,13,1,,11,0,,7,6,,2439,2102,,1200,723,1766,0.409,275,840,0.327,381,508,0.75,283,951,416,178,95,339,516
364,Youngstown State,34,21,13,0.618,-3.85,-4.98,,13,7,,10,5,,9,6,,2599,2446,,1370,862,2028,0.425,224,677,0.331,498,702,0.709,371,1215,451,225,91,433,624
